Departamento,Mes,Anio,Weekday,Hora,Zona,Dia_Mes,Tipo_Accidente,Tipo_Vehiculo,Color_Vehiculo,Modelo_Vehiculo,Edad,Sexo,Condicion_Conductor,accidentes_totales,hoja_origen,vehiculos_involucrados_accidentes,victimas_totales,lesionados_totales,fallecidos_totales,tasa_victimas_involucradas,tasa_lesionados,tasa_fallecidos
,,,Jueves,,"Nota:          En el cuadro de datos, los guiones (""-"") se utilizan para indicar valor nulos o ceros.",,,,,,,,,,cuadro 15,,,,,,,
,,,Viernes,,1,,,,,,,,,28.0,cuadro 15,,,,,,,
,,,Viernes,,2,,,,,,,,,6.0,cuadro 15,,,,,,,
,,,Viernes,,3,,,,,,,,,6.0,cuadro 15,,,,,,,
,,,Viernes,,4,,,,,,,,,7.0,cuadro 15,,,,,,,
,,,Viernes,,5,,,,,,,,,11.0,cuadro 15,,,,,,,
,,,Viernes,,6,,,,,,,,,10.0,cuadro 15,,,,,,,
,,,Viernes,,7,,,,,,,,,37.0,cuadro 15,,,,,,,
,,,Viernes,,8,,,,,,,,,0.0,cuadro 15,,,,,,,
,,,Viernes,,9,,,,,,,,,20.0,cuadro 15,,,,,,,
,,,Viernes,,10,,,,,,,,,10.0,cuadro 15,,,,,,,
,,,Viernes,,11,,,,,,,,,24.0,cuadro 15,,,,,,,
,,,Viernes,,12,,,,,,,,,47.0,cuadro 15,,,,,,,
,,,Viernes,,13,,,,,,,,,15.0,cuadro 15,,,,,,,
,,,Viernes,,14,,,,,,,,,3.0,cuadro 15,,,,,,,
,,,Viernes,,15,,,,,,,,,3.0,cuadro 15,,,,,,,
,,,Viernes,,16,,,,,,,,,3.0,cuadro 15,,,,,,,
,,,Viernes,,17,,,,,,,,,4.0,cuadro 15,,,,,,,
,,,Viernes,,18,,,,,,,,,17.0,cuadro 15,,,,,,,
,,,Viernes,,19,,,,,,,,,3.0,cuadro 15,,,,,,,
,,,Viernes,,21,,,,,,,,,5.0,cuadro 15,,,,,,,
,,,Viernes,,24,,,,,,,,,0.0,cuadro 15,,,,,,,
,,,Viernes,,25,,,,,,,,,2.0,cuadro 15,,,,,,,
,,,Viernes,,Ignorada,,,,,,,,,18.0,cuadro 15,,,,,,,
,,,Viernes,,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,,,,,,,,,cuadro 15,,,,,,,
,,,Viernes,,"Nota:          En el cuadro de datos, los guiones (""-"") se utilizan para indicar valor nulos o ceros.",,,,,,,,,,cuadro 15,,,,,,,
,,,Sábado,,1,,,,,,,,,26.0,cuadro 15,,,,,,,
,,,Sábado,,2,,,,,,,,,7.0,cuadro 15,,,,,,,
,,,Sábado,,3,,,,,,,,,8.0,cuadro 15,,,,,,,
,,,Sábado,,4,,,,,,,,,6.0,cuadro 15,,,,,,,
,,,Sábado,,5,,,,,,,,,13.0,cuadro 15,,,,,,,
,,,Sábado,,6,,,,,,,,,17.0,cuadro 15,,,,,,,
,,,Sábado,,7,,,,,,,,,56.0,cuadro 15,,,,,,,
,,,Sábado,,8,,,,,,,,,8.0,cuadro 15,,,,,,,
,,,Sábado,,9,,,,,,,,,13.0,cuadro 15,,,,,,,
,,,Sábado,,10,,,,,,,,,10.0,cuadro 15,,,,,,,
,,,Sábado,,11,,,,,,,,,24.0,cuadro 15,,,,,,,
,,,Sábado,,12,,,,,,,,,54.0,cuadro 15,,,,,,,
,,,Sábado,,13,,,,,,,,,21.0,cuadro 15,,,,,,,
,,,Sábado,,14,,,,,,,,,2.0,cuadro 15,,,,,,,
,,,Sábado,,15,,,,,,,,,9.0,cuadro 15,,,,,,,
,,,Sábado,,16,,,,,,,,,3.0,cuadro 15,,,,,,,
,,,Sábado,,17,,,,,,,,,10.0,cuadro 15,,,,,,,
,,,Sábado,,18,,,,,,,,,36.0,cuadro 15,,,,,,,
,,,Sábado,,19,,,,,,,,,2.0,cuadro 15,,,,,,,
,,,Sábado,,21,,,,,,,,,8.0,cuadro 15,,,,,,,
,,,Sábado,,24,,,,,,,,,0.0,cuadro 15,,,,,,,
,,,Sábado,,25,,,,,,,,,2.0,cuadro 15,,,,,,,
,,,Sábado,,Ignorada,,,,,,,,,18.0,cuadro 15,,,,,,,
,,,Sábado,,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,,,,,,,,,cuadro 15,,,,,,,
,,,Sábado,,"Nota:          En el cuadro de datos, los guiones (""-"") se utilizan para indicar valor nulos o ceros.",,,,,,,,,,cuadro 15,,,,,,,
,,,,,1,,Unnamed: 1,,,,,,,182.0,cuadro 16,,,,,,,
,,,,,2,,Unnamed: 1,,,,,,,37.0,cuadro 16,,,,,,,
,,,,,3,,Unnamed: 1,,,,,,,51.0,cuadro 16,,,,,,,
,,,,,4,,Unnamed: 1,,,,,,,27.0,cuadro 16,,,,,,,
,,,,,5,,Unnamed: 1,,,,,,,69.0,cuadro 16,,,,,,,
,,,,,6,,Unnamed: 1,,,,,,,96.0,cuadro 16,,,,,,,
,,,,,7,,Unnamed: 1,,,,,,,219.0,cuadro 16,,,,,,,
,,,,,8,,Unnamed: 1,,,,,,,25.0,cuadro 16,,,,,,,
,,,,,9,,Unnamed: 1,,,,,,,90.0,cuadro 16,,,,,,,
,,,,,10,,Unnamed: 1,,,,,,,71.0,cuadro 16,,,,,,,
,,,,,11,,Unnamed: 1,,,,,,,113.0,cuadro 16,,,,,,,
,,,,,12,,Unnamed: 1,,,,,,,246.0,cuadro 16,,,,,,,
,,,,,13,,Unnamed: 1,,,,,,,84.0,cuadro 16,,,,,,,
,,,,,14,,Unnamed: 1,,,,,,,8.0,cuadro 16,,,,,,,
,,,,,15,,Unnamed: 1,,,,,,,28.0,cuadro 16,,,,,,,
,,,,,16,,Unnamed: 1,,,,,,,22.0,cuadro 16,,,,,,,
,,,,,17,,Unnamed: 1,,,,,,,42.0,cuadro 16,,,,,,,
,,,,,18,,Unnamed: 1,,,,,,,152.0,cuadro 16,,,,,,,
,,,,,19,,Unnamed: 1,,,,,,,17.0,cuadro 16,,,,,,,
,,,,,21,,Unnamed: 1,,,,,,,36.0,cuadro 16,,,,,,,
,,,,,24,,Unnamed: 1,,,,,,,3.0,cuadro 16,,,,,,,
,,,,,25,,Unnamed: 1,,,,,,,9.0,cuadro 16,,,,,,,
,,,,,Ignorada,,Unnamed: 1,,,,,,,112.0,cuadro 16,,,,,,,
,,,,,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,Unnamed: 1,,,,,,,,cuadro 16,,,,,,,
,,,,,"Nota:          En el cuadro de datos, los guiones (""-"") se utilizan para indicar valor nulos o ceros.",,Unnamed: 1,,,,,,,,cuadro 16,,,,,,,
,,,,,1,,Colisión,,,,,,,134.0,cuadro 16,,,,,,,
,,,,,2,,Colisión,,,,,,,27.0,cuadro 16,,,,,,,
,,,,,3,,Colisión,,,,,,,27.0,cuadro 16,,,,,,,
,,,,,4,,Colisión,,,,,,,9.0,cuadro 16,,,,,,,
,,,,,5,,Colisión,,,,,,,34.0,cuadro 16,,,,,,,
,,,,,6,,Colisión,,,,,,,45.0,cuadro 16,,,,,,,
,,,,,7,,Colisión,,,,,,,132.0,cuadro 16,,,,,,,
,,,,,8,,Colisión,,,,,,,13.0,cuadro 16,,,,,,,
,,,,,9,,Colisión,,,,,,,54.0,cuadro 16,,,,,,,
,,,,,10,,Colisión,,,,,,,52.0,cuadro 16,,,,,,,
,,,,,11,,Colisión,,,,,,,62.0,cuadro 16,,,,,,,
,,,,,12,,Colisión,,,,,,,140.0,cuadro 16,,,,,,,
,,,,,13,,Colisión,,,,,,,46.0,cuadro 16,,,,,,,
,,,,,14,,Colisión,,,,,,,6.0,cuadro 16,,,,,,,
,,,,,15,,Colisión,,,,,,,13.0,cuadro 16,,,,,,,
,,,,,16,,Colisión,,,,,,,13.0,cuadro 16,,,,,,,
,,,,,17,,Colisión,,,,,,,18.0,cuadro 16,,,,,,,
,,,,,18,,Colisión,,,,,,,63.0,cuadro 16,,,,,,,
,,,,,19,,Colisión,,,,,,,9.0,cuadro 16,,,,,,,
,,,,,21,,Colisión,,,,,,,19.0,cuadro 16,,,,,,,
,,,,,24,,Colisión,,,,,,,2.0,cuadro 16,,,,,,,
,,,,,25,,Colisión,,,,,,,4.0,cuadro 16,,,,,,,
,,,,,Ignorada,,Colisión,,,,,,,61.0,cuadro 16,,,,,,,
,,,,,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,Colisión,,,,,,,,cuadro 16,,,,,,,
,,,,,"Nota:          En el cuadro de datos, los guiones (""-"") se utilizan para indicar valor nulos o ceros.",,Colisión,,,,,,,,cuadro 16,,,,,,,
,,,,,1,,Atropello,,,,,,,32.0,cuadro 16,,,,,,,
,,,,,2,,Atropello,,,,,,,5.0,cuadro 16,,,,,,,
,,,,,3,,Atropello,,,,,,,14.0,cuadro 16,,,,,,,
,,,,,4,,Atropello,,,,,,,12.0,cuadro 16,,,,,,,
,,,,,5,,Atropello,,,,,,,18.0,cuadro 16,,,,,,,
,,,,,6,,Atropello,,,,,,,32.0,cuadro 16,,,,,,,
,,,,,7,,Atropello,,,,,,,40.0,cuadro 16,,,,,,,
,,,,,8,,Atropello,,,,,,,7.0,cuadro 16,,,,,,,
,,,,,9,,Atropello,,,,,,,19.0,cuadro 16,,,,,,,
,,,,,10,,Atropello,,,,,,,10.0,cuadro 16,,,,,,,
,,,,,11,,Atropello,,,,,,,27.0,cuadro 16,,,,,,,
,,,,,12,,Atropello,,,,,,,50.0,cuadro 16,,,,,,,
,,,,,13,,Atropello,,,,,,,20.0,cuadro 16,,,,,,,
,,,,,14,,Atropello,,,,,,,2.0,cuadro 16,,,,,,,
,,,,,15,,Atropello,,,,,,,5.0,cuadro 16,,,,,,,
,,,,,16,,Atropello,,,,,,,4.0,cuadro 16,,,,,,,
,,,,,17,,Atropello,,,,,,,11.0,cuadro 16,,,,,,,
,,,,,18,,Atropello,,,,,,,52.0,cuadro 16,,,,,,,
,,,,,19,,Atropello,,,,,,,7.0,cuadro 16,,,,,,,
,,,,,21,,Atropello,,,,,,,9.0,cuadro 16,,,,,,,
,,,,,24,,Atropello,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,25,,Atropello,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,Ignorada,,Atropello,,,,,,,39.0,cuadro 16,,,,,,,
,,,,,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,Atropello,,,,,,,,cuadro 16,,,,,,,
,,,,,"Nota:          En el cuadro de datos, los guiones (""-"") se utilizan para indicar valor nulos o ceros.",,Atropello,,,,,,,,cuadro 16,,,,,,,
,,,,,1,,Derrape,,,,,,,11.0,cuadro 16,,,,,,,
,,,,,2,,Derrape,,,,,,,5.0,cuadro 16,,,,,,,
,,,,,3,,Derrape,,,,,,,7.0,cuadro 16,,,,,,,
,,,,,4,,Derrape,,,,,,,5.0,cuadro 16,,,,,,,
,,,,,5,,Derrape,,,,,,,12.0,cuadro 16,,,,,,,
,,,,,6,,Derrape,,,,,,,14.0,cuadro 16,,,,,,,
,,,,,7,,Derrape,,,,,,,38.0,cuadro 16,,,,,,,
,,,,,8,,Derrape,,,,,,,4.0,cuadro 16,,,,,,,
,,,,,9,,Derrape,,,,,,,13.0,cuadro 16,,,,,,,
,,,,,10,,Derrape,,,,,,,7.0,cuadro 16,,,,,,,
,,,,,11,,Derrape,,,,,,,15.0,cuadro 16,,,,,,,
,,,,,12,,Derrape,,,,,,,47.0,cuadro 16,,,,,,,
,,,,,13,,Derrape,,,,,,,10.0,cuadro 16,,,,,,,
,,,,,14,,Derrape,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,15,,Derrape,,,,,,,4.0,cuadro 16,,,,,,,
,,,,,16,,Derrape,,,,,,,2.0,cuadro 16,,,,,,,
,,,,,17,,Derrape,,,,,,,11.0,cuadro 16,,,,,,,
,,,,,18,,Derrape,,,,,,,24.0,cuadro 16,,,,,,,
,,,,,19,,Derrape,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,21,,Derrape,,,,,,,4.0,cuadro 16,,,,,,,
,,,,,24,,Derrape,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,25,,Derrape,,,,,,,3.0,cuadro 16,,,,,,,
,,,,,Ignorada,,Derrape,,,,,,,8.0,cuadro 16,,,,,,,
,,,,,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,Derrape,,,,,,,,cuadro 16,,,,,,,
,,,,,"Nota:          En el cuadro de datos, los guiones (""-"") se utilizan para indicar valor nulos o ceros.",,Derrape,,,,,,,,cuadro 16,,,,,,,
,,,,,1,,Choque,,,,,,,5.0,cuadro 16,,,,,,,
,,,,,2,,Choque,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,3,,Choque,,,,,,,2.0,cuadro 16,,,,,,,
,,,,,4,,Choque,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,5,,Choque,,,,,,,3.0,cuadro 16,,,,,,,
,,,,,6,,Choque,,,,,,,3.0,cuadro 16,,,,,,,
,,,,,7,,Choque,,,,,,,8.0,cuadro 16,,,,,,,
,,,,,8,,Choque,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,9,,Choque,,,,,,,4.0,cuadro 16,,,,,,,
,,,,,10,,Choque,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,11,,Choque,,,,,,,8.0,cuadro 16,,,,,,,
,,,,,12,,Choque,,,,,,,8.0,cuadro 16,,,,,,,
,,,,,13,,Choque,,,,,,,7.0,cuadro 16,,,,,,,
,,,,,14,,Choque,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,15,,Choque,,,,,,,6.0,cuadro 16,,,,,,,
,,,,,16,,Choque,,,,,,,3.0,cuadro 16,,,,,,,
,,,,,17,,Choque,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,18,,Choque,,,,,,,12.0,cuadro 16,,,,,,,
,,,,,19,,Choque,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,21,,Choque,,,,,,,4.0,cuadro 16,,,,,,,
,,,,,24,,Choque,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,25,,Choque,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,Ignorada,,Choque,,,,,,,3.0,cuadro 16,,,,,,,
,,,,,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,Choque,,,,,,,,cuadro 16,,,,,,,
,,,,,"Nota:          En el cuadro de datos, los guiones (""-"") se utilizan para indicar valor nulos o ceros.",,Choque,,,,,,,,cuadro 16,,,,,,,
,,,,,1,,Vuelco,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,2,,Vuelco,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,3,,Vuelco,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,4,,Vuelco,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,5,,Vuelco,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,6,,Vuelco,,,,,,,2.0,cuadro 16,,,,,,,
,,,,,7,,Vuelco,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,8,,Vuelco,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,9,,Vuelco,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,10,,Vuelco,,,,,,,2.0,cuadro 16,,,,,,,
,,,,,11,,Vuelco,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,12,,Vuelco,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,13,,Vuelco,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,14,,Vuelco,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,15,,Vuelco,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,16,,Vuelco,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,17,,Vuelco,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,18,,Vuelco,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,19,,Vuelco,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,21,,Vuelco,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,24,,Vuelco,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,25,,Vuelco,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,Ignorada,,Vuelco,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,Vuelco,,,,,,,,cuadro 16,,,,,,,
,,,,,"Nota:          En el cuadro de datos, los guiones (""-"") se utilizan para indicar valor nulos o ceros.",,Vuelco,,,,,,,,cuadro 16,,,,,,,
,,,,,1,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,2,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,3,,Embarrancó,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,4,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,5,,Embarrancó,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,6,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,7,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,8,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,9,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,10,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,11,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,12,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,13,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,14,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,15,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,16,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,17,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,18,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,19,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,21,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,24,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,25,,Embarrancó,,,,,,,0.0,cuadro 16,,,,,,,
,,,,,Ignorada,,Embarrancó,,,,,,,1.0,cuadro 16,,,,,,,
,,,,,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,Embarrancó,,,,,,,,cuadro 16,,,,,,,
,,,,,"Nota:          En el cuadro de datos, los guiones (""-"") se utilizan para indicar valor nulos o ceros.",,Embarrancó,,,,,,,,cuadro 16,,,,,,,
,,,,,1,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,2,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,3,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,4,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,5,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,6,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,7,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,8,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,9,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,10,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,11,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,12,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,13,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,14,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,15,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,16,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,17,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,18,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,19,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,21,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,24,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,25,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,Ignorada,,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
,,,,,"Nota:          En el cuadro de datos, los guiones (""-"") se utilizan para indicar valor nulos o ceros.",,Unnamed: 8,,,,,,,,cuadro 16,,,,,,,
Guatemala,,2020,,,,,,,,,,,,,cuadro 17,4307.0,,,,,,
El Progreso,,2020,,,,,,,,,,,,,cuadro 17,198.0,,,,,,
Sacatepéquez,,2020,,,,,,,,,,,,,cuadro 17,323.0,,,,,,
Chimaltenango,,2020,,,,,,,,,,,,,cuadro 17,338.0,,,,,,
Escuintla,,2020,,,,,,,,,,,,,cuadro 17,718.0,,,,,,
Santa Rosa,,2020,,,,,,,,,,,,,cuadro 17,314.0,,,,,,
Sololá,,2020,,,,,,,,,,,,,cuadro 17,116.0,,,,,,
Totonicapán,,2020,,,,,,,,,,,,,cuadro 17,76.0,,,,,,
Quetzaltenango,,2020,,,,,,,,,,,,,cuadro 17,323.0,,,,,,
Suchitepéquez,,2020,,,,,,,,,,,,,cuadro 17,324.0,,,,,,
Retalhuleu,,2020,,,,,,,,,,,,,cuadro 17,340.0,,,,,,
San Marcos,,2020,,,,,,,,,,,,,cuadro 17,240.0,,,,,,
Huehuetenango,,2020,,,,,,,,,,,,,cuadro 17,165.0,,,,,,
Quiché,,2020,,,,,,,,,,,,,cuadro 17,160.0,,,,,,
Baja Verapaz,,2020,,,,,,,,,,,,,cuadro 17,153.0,,,,,,
Alta Verapaz,,2020,,,,,,,,,,,,,cuadro 17,470.0,,,,,,
Petén,,2020,,,,,,,,,,,,,cuadro 17,312.0,,,,,,
Izabal,,2020,,,,,,,,,,,,,cuadro 17,344.0,,,,,,
Zacapa,,2020,,,,,,,,,,,,,cuadro 17,234.0,,,,,,
Chiquimula,,2020,,,,,,,,,,,,,cuadro 17,204.0,,,,,,
Jalapa,,2020,,,,,,,,,,,,,cuadro 17,186.0,,,,,,
Jutiapa,,2020,,,,,,,,,,,,,cuadro 17,258.0,,,,,,
Guatemala,,2021,,,,,,,,,,,,,cuadro 17,5352.0,,,,,,
El Progreso,,2021,,,,,,,,,,,,,cuadro 17,271.0,,,,,,
Sacatepéquez,,2021,,,,,,,,,,,,,cuadro 17,438.0,,,,,,
Chimaltenango,,2021,,,,,,,,,,,,,cuadro 17,452.0,,,,,,
Escuintla,,2021,,,,,,,,,,,,,cuadro 17,986.0,,,,,,
Santa Rosa,,2021,,,,,,,,,,,,,cuadro 17,370.0,,,,,,
Sololá,,2021,,,,,,,,,,,,,cuadro 17,161.0,,,,,,
Totonicapán,,2021,,,,,,,,,,,,,cuadro 17,115.0,,,,,,
Quetzaltenango,,2021,,,,,,,,,,,,,cuadro 17,407.0,,,,,,
Suchitepéquez,,2021,,,,,,,,,,,,,cuadro 17,375.0,,,,,,
Retalhuleu,,2021,,,,,,,,,,,,,cuadro 17,361.0,,,,,,
San Marcos,,2021,,,,,,,,,,,,,cuadro 17,302.0,,,,,,
Huehuetenango,,2021,,,,,,,,,,,,,cuadro 17,236.0,,,,,,
Quiché,,2021,,,,,,,,,,,,,cuadro 17,290.0,,,,,,
Baja Verapaz,,2021,,,,,,,,,,,,,cuadro 17,212.0,,,,,,
Alta Verapaz,,2021,,,,,,,,,,,,,cuadro 17,580.0,,,,,,
Petén,,2021,,,,,,,,,,,,,cuadro 17,396.0,,,,,,
Izabal,,2021,,,,,,,,,,,,,cuadro 17,379.0,,,,,,
Zacapa,,2021,,,,,,,,,,,,,cuadro 17,261.0,,,,,,
Chiquimula,,2021,,,,,,,,,,,,,cuadro 17,253.0,,,,,,
Jalapa,,2021,,,,,,,,,,,,,cuadro 17,230.0,,,,,,
Jutiapa,,2021,,,,,,,,,,,,,cuadro 17,369.0,,,,,,
Guatemala,,2022,,,,,,,,,,,,,cuadro 17,5177.0,,,,,,
El Progreso,,2022,,,,,,,,,,,,,cuadro 17,231.0,,,,,,
Sacatepéquez,,2022,,,,,,,,,,,,,cuadro 17,503.0,,,,,,
Chimaltenango,,2022,,,,,,,,,,,,,cuadro 17,444.0,,,,,,
Escuintla,,2022,,,,,,,,,,,,,cuadro 17,1097.0,,,,,,
Santa Rosa,,2022,,,,,,,,,,,,,cuadro 17,373.0,,,,,,
Sololá,,2022,,,,,,,,,,,,,cuadro 17,96.0,,,,,,
Totonicapán,,2022,,,,,,,,,,,,,cuadro 17,125.0,,,,,,
Quetzaltenango,,2022,,,,,,,,,,,,,cuadro 17,373.0,,,,,,
Suchitepéquez,,2022,,,,,,,,,,,,,cuadro 17,364.0,,,,,,
Retalhuleu,,2022,,,,,,,,,,,,,cuadro 17,372.0,,,,,,
San Marcos,,2022,,,,,,,,,,,,,cuadro 17,211.0,,,,,,
Huehuetenango,,2022,,,,,,,,,,,,,cuadro 17,176.0,,,,,,
Quiché,,2022,,,,,,,,,,,,,cuadro 17,240.0,,,,,,
Baja Verapaz,,2022,,,,,,,,,,,,,cuadro 17,201.0,,,,,,
Alta Verapaz,,2022,,,,,,,,,,,,,cuadro 17,528.0,,,,,,
Petén,,2022,,,,,,,,,,,,,cuadro 17,350.0,,,,,,
Izabal,,2022,,,,,,,,,,,,,cuadro 17,366.0,,,,,,
Zacapa,,2022,,,,,,,,,,,,,cuadro 17,246.0,,,,,,
Chiquimula,,2022,,,,,,,,,,,,,cuadro 17,205.0,,,,,,
Jalapa,,2022,,,,,,,,,,,,,cuadro 17,189.0,,,,,,
Jutiapa,,2022,,,,,,,,,,,,,cuadro 17,372.0,,,,,,
Guatemala,,2023,,,,,,,,,,,,,cuadro 17,5110.0,,,,,,
El Progreso,,2023,,,,,,,,,,,,,cuadro 17,251.0,,,,,,
Sacatepéquez,,2023,,,,,,,,,,,,,cuadro 17,471.0,,,,,,
Chimaltenango,,2023,,,,,,,,,,,,,cuadro 17,432.0,,,,,,
Escuintla,,2023,,,,,,,,,,,,,cuadro 17,1369.0,,,,,,
Santa Rosa,,2023,,,,,,,,,,,,,cuadro 17,411.0,,,,,,
Sololá,,2023,,,,,,,,,,,,,cuadro 17,99.0,,,,,,
Totonicapán,,2023,,,,,,,,,,,,,cuadro 17,53.0,,,,,,
Quetzaltenango,,2023,,,,,,,,,,,,,cuadro 17,371.0,,,,,,
Suchitepéquez,,2023,,,,,,,,,,,,,cuadro 17,300.0,,,,,,
Retalhuleu,,2023,,,,,,,,,,,,,cuadro 17,315.0,,,,,,
San Marcos,,2023,,,,,,,,,,,,,cuadro 17,282.0,,,,,,
