Departamento,Mes,Anio,Weekday,Hora,Zona,Dia_Mes,Tipo_Accidente,Tipo_Vehiculo,Color_Vehiculo,Modelo_Vehiculo,Edad,Sexo,Condicion_Conductor,accidentes_totales,hoja_origen,vehiculos_involucrados_accidentes,victimas_totales,lesionados_totales,fallecidos_totales,tasa_victimas_involucradas,tasa_lesionados,tasa_fallecidos
,,,Jueves,13:00 a 13:59,,,,,,,,,,,cuadro 58,,,,2.0,,,
,,,Jueves,14:00 a 14:59,,,,,,,,,,,cuadro 58,,,,1.0,,,
,,,Jueves,15:00 a 15:59,,,,,,,,,,,cuadro 58,,,,3.0,,,
,,,Jueves,16:00 a 16:59,,,,,,,,,,,cuadro 58,,,,3.0,,,
,,,Jueves,17:00 a 17:59,,,,,,,,,,,cuadro 58,,,,0.0,,,
,,,Jueves,18:00 a 18:59,,,,,,,,,,,cuadro 58,,,,5.0,,,
,,,Jueves,19:00 a 19:59,,,,,,,,,,,cuadro 58,,,,2.0,,,
,,,Jueves,20:00 a 20:59,,,,,,,,,,,cuadro 58,,,,7.0,,,
,,,Jueves,21:00 a 21:59,,,,,,,,,,,cuadro 58,,,,4.0,,,
,,,Jueves,22:00 a 22:59,,,,,,,,,,,cuadro 58,,,,2.0,,,
,,,Jueves,23:00 a 23:59,,,,,,,,,,,cuadro 58,,,,5.0,,,
,,,Viernes,00:00 a 00:59,,,,,,,,,,,cuadro 58,,,,7.0,,,
,,,Viernes,01:00 a 01:59,,,,,,,,,,,cuadro 58,,,,4.0,,,
,,,Viernes,02:00 a 02:59,,,,,,,,,,,cuadro 58,,,,2.0,,,
,,,Viernes,03:00 a 03:59,,,,,,,,,,,cuadro 58,,,,3.0,,,
,,,Viernes,04:00 a 04:59,,,,,,,,,,,cuadro 58,,,,3.0,,,
,,,Viernes,05:00 a 05:59,,,,,,,,,,,cuadro 58,,,,4.0,,,
,,,Viernes,06:00 a 06:59,,,,,,,,,,,cuadro 58,,,,4.0,,,
,,,Viernes,07:00 a 07:59,,,,,,,,,,,cuadro 58,,,,6.0,,,
,,,Viernes,08:00 a 08:59,,,,,,,,,,,cuadro 58,,,,2.0,,,
,,,Viernes,09:00 a 09:59,,,,,,,,,,,cuadro 58,,,,2.0,,,
,,,Viernes,10:00 a 10:59,,,,,,,,,,,cuadro 58,,,,4.0,,,
,,,Viernes,11:00 a 11:59,,,,,,,,,,,cuadro 58,,,,1.0,,,
,,,Viernes,12:00 a 12:59,,,,,,,,,,,cuadro 58,,,,3.0,,,
,,,Viernes,13:00 a 13:59,,,,,,,,,,,cuadro 58,,,,0.0,,,
,,,Viernes,14:00 a 14:59,,,,,,,,,,,cuadro 58,,,,4.0,,,
,,,Viernes,15:00 a 15:59,,,,,,,,,,,cuadro 58,,,,4.0,,,
,,,Viernes,16:00 a 16:59,,,,,,,,,,,cuadro 58,,,,3.0,,,
,,,Viernes,17:00 a 17:59,,,,,,,,,,,cuadro 58,,,,2.0,,,
,,,Viernes,18:00 a 18:59,,,,,,,,,,,cuadro 58,,,,3.0,,,
,,,Viernes,19:00 a 19:59,,,,,,,,,,,cuadro 58,,,,6.0,,,
,,,Viernes,20:00 a 20:59,,,,,,,,,,,cuadro 58,,,,10.0,,,
,,,Viernes,21:00 a 21:59,,,,,,,,,,,cuadro 58,,,,9.0,,,
,,,Viernes,22:00 a 22:59,,,,,,,,,,,cuadro 58,,,,6.0,,,
,,,Viernes,23:00 a 23:59,,,,,,,,,,,cuadro 58,,,,6.0,,,
,,,Sábado,00:00 a 00:59,,,,,,,,,,,cuadro 58,,,,10.0,,,
,,,Sábado,01:00 a 01:59,,,,,,,,,,,cuadro 58,,,,5.0,,,
,,,Sábado,02:00 a 02:59,,,,,,,,,,,cuadro 58,,,,7.0,,,
,,,Sábado,03:00 a 03:59,,,,,,,,,,,cuadro 58,,,,1.0,,,
,,,Sábado,04:00 a 04:59,,,,,,,,,,,cuadro 58,,,,3.0,,,
,,,Sábado,05:00 a 05:59,,,,,,,,,,,cuadro 58,,,,3.0,,,
,,,Sábado,06:00 a 06:59,,,,,,,,,,,cuadro 58,,,,5.0,,,
,,,Sábado,07:00 a 07:59,,,,,,,,,,,cuadro 58,,,,3.0,,,
,,,Sábado,08:00 a 08:59,,,,,,,,,,,cuadro 58,,,,0.0,,,
,,,Sábado,09:00 a 09:59,,,,,,,,,,,cuadro 58,,,,1.0,,,
,,,Sábado,10:00 a 10:59,,,,,,,,,,,cuadro 58,,,,5.0,,,
,,,Sábado,11:00 a 11:59,,,,,,,,,,,cuadro 58,,,,3.0,,,
,,,Sábado,12:00 a 12:59,,,,,,,,,,,cuadro 58,,,,0.0,,,
,,,Sábado,13:00 a 13:59,,,,,,,,,,,cuadro 58,,,,2.0,,,
,,,Sábado,14:00 a 14:59,,,,,,,,,,,cuadro 58,,,,3.0,,,
,,,Sábado,15:00 a 15:59,,,,,,,,,,,cuadro 58,,,,2.0,,,
,,,Sábado,16:00 a 16:59,,,,,,,,,,,cuadro 58,,,,4.0,,,
,,,Sábado,17:00 a 17:59,,,,,,,,,,,cuadro 58,,,,3.0,,,
,,,Sábado,18:00 a 18:59,,,,,,,,,,,cuadro 58,,,,8.0,,,
,,,Sábado,19:00 a 19:59,,,,,,,,,,,cuadro 58,,,,11.0,,,
,,,Sábado,20:00 a 20:59,,,,,,,,,,,cuadro 58,,,,12.0,,,
,,,Sábado,21:00 a 21:59,,,,,,,,,,,cuadro 58,,,,7.0,,,
,,,Sábado,22:00 a 22:59,,,,,,,,,,,cuadro 58,,,,4.0,,,
,,,Sábado,23:00 a 23:59,,,,,,,,,,,cuadro 58,,,,6.0,,,
,,,,,,,,Automóvil,,,,,,,cuadro 59,,,,244.0,,,
,,,,,,,,Motocicleta,,,,,,,cuadro 59,,,,85.0,,,
,,,,,,,,Pick Up,,,,,,,cuadro 59,,,,60.0,,,
,,,,,,,,Camión,,,,,,,cuadro 59,,,,52.0,,,
,,,,,,,,Cabezal,,,,,,,cuadro 59,,,,29.0,,,
,,,,,,,,Camioneta,,,,,,,cuadro 59,,,,24.0,,,
,,,,,,,,Bus Urbano,,,,,,,cuadro 59,,,,21.0,,,
,,,,,,,,Moto Taxi,,,,,,,cuadro 59,,,,5.0,,,
,,,,,,,,Microbús,,,,,,,cuadro 59,,,,4.0,,,
,,,,,,,,Cuatrimoto,,,,,,,cuadro 59,,,,3.0,,,
,,,,,,,,Bicicleta,,,,,,,cuadro 59,,,,1.0,,,
,,,,,,,,Furgón,,,,,,,cuadro 59,,,,1.0,,,
,,,,,,,,Tractor,,,,,,,cuadro 59,,,,1.0,,,
,,,,,,,,Panel,,,,,,,cuadro 59,,,,1.0,,,
,,,,,,,,Ignorado,,,,,,,cuadro 59,,,,98.0,,,
,,,,,,,,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,,,,,,cuadro 59,,,,,,,
,,,,,,,,"Nota:          En el cuadro de datos, los guiones (""-"") se utilizan para indicar valor nulos o ceros.",,,,,,,cuadro 59,,,,,,,
,,,,,,,,Automóvil,,,,Hombre,,,cuadro 59,,,,213.0,,,
,,,,,,,,Motocicleta,,,,Hombre,,,cuadro 59,,,,65.0,,,
,,,,,,,,Pick Up,,,,Hombre,,,cuadro 59,,,,52.0,,,
,,,,,,,,Camión,,,,Hombre,,,cuadro 59,,,,35.0,,,
,,,,,,,,Cabezal,,,,Hombre,,,cuadro 59,,,,24.0,,,
,,,,,,,,Camioneta,,,,Hombre,,,cuadro 59,,,,22.0,,,
,,,,,,,,Bus Urbano,,,,Hombre,,,cuadro 59,,,,13.0,,,
,,,,,,,,Moto Taxi,,,,Hombre,,,cuadro 59,,,,5.0,,,
,,,,,,,,Microbús,,,,Hombre,,,cuadro 59,,,,2.0,,,
,,,,,,,,Cuatrimoto,,,,Hombre,,,cuadro 59,,,,2.0,,,
,,,,,,,,Bicicleta,,,,Hombre,,,cuadro 59,,,,0.0,,,
,,,,,,,,Furgón,,,,Hombre,,,cuadro 59,,,,1.0,,,
,,,,,,,,Tractor,,,,Hombre,,,cuadro 59,,,,1.0,,,
,,,,,,,,Panel,,,,Hombre,,,cuadro 59,,,,1.0,,,
,,,,,,,,Ignorado,,,,Hombre,,,cuadro 59,,,,90.0,,,
,,,,,,,,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,,,Hombre,,,cuadro 59,,,,,,,
,,,,,,,,"Nota:          En el cuadro de datos, los guiones (""-"") se utilizan para indicar valor nulos o ceros.",,,,Hombre,,,cuadro 59,,,,,,,
,,,,Unnamed: 1,1,,,,,,,,,,cuadro 60,,,,17.0,,,
,,,,Unnamed: 1,2,,,,,,,,,,cuadro 60,,,,6.0,,,
,,,,Unnamed: 1,3,,,,,,,,,,cuadro 60,,,,7.0,,,
,,,,Unnamed: 1,4,,,,,,,,,,cuadro 60,,,,3.0,,,
,,,,Unnamed: 1,5,,,,,,,,,,cuadro 60,,,,12.0,,,
,,,,Unnamed: 1,6,,,,,,,,,,cuadro 60,,,,16.0,,,
,,,,Unnamed: 1,7,,,,,,,,,,cuadro 60,,,,28.0,,,
,,,,Unnamed: 1,8,,,,,,,,,,cuadro 60,,,,8.0,,,
,,,,Unnamed: 1,9,,,,,,,,,,cuadro 60,,,,15.0,,,
,,,,Unnamed: 1,10,,,,,,,,,,cuadro 60,,,,12.0,,,
,,,,Unnamed: 1,11,,,,,,,,,,cuadro 60,,,,20.0,,,
,,,,Unnamed: 1,12,,,,,,,,,,cuadro 60,,,,43.0,,,
,,,,Unnamed: 1,13,,,,,,,,,,cuadro 60,,,,11.0,,,
,,,,Unnamed: 1,14,,,,,,,,,,cuadro 60,,,,3.0,,,
,,,,Unnamed: 1,15,,,,,,,,,,cuadro 60,,,,4.0,,,
,,,,Unnamed: 1,16,,,,,,,,,,cuadro 60,,,,5.0,,,
,,,,Unnamed: 1,17,,,,,,,,,,cuadro 60,,,,16.0,,,
,,,,Unnamed: 1,18,,,,,,,,,,cuadro 60,,,,37.0,,,
,,,,Unnamed: 1,19,,,,,,,,,,cuadro 60,,,,2.0,,,
,,,,Unnamed: 1,21,,,,,,,,,,cuadro 60,,,,4.0,,,
,,,,Unnamed: 1,24,,,,,,,,,,cuadro 60,,,,3.0,,,
,,,,Unnamed: 1,25,,,,,,,,,,cuadro 60,,,,1.0,,,
,,,,Unnamed: 1,"Fuente:      Elaboración de la Unidad de Estadísticas Socioculturales y de Seguridad del Instituto Nacional de Estadística -INE-, con datos de la Policía Nacional Civil -PNC-.",,,,,,,,,,cuadro 60,,,,,,,
,,,,Unnamed: 1,"Nota:          En el cuadro de datos, los guiones (""-"") se utilizan para indicar valor nulos o ceros.",,,,,,,,,,cuadro 60,,,,,,,
,,,,Menor de 15,1,,,,,,,,,,cuadro 60,,,,0.0,,,
,,,,Menor de 15,2,,,,,,,,,,cuadro 60,,,,0.0,,,
,,,,Menor de 15,3,,,,,,,,,,cuadro 60,,,,0.0,,,
,,,,Menor de 15,4,,,,,,,,,,cuadro 60,,,,1.0,,,
,,,,Menor de 15,5,,,,,,,,,,cuadro 60,,,,0.0,,,
,,,,Menor de 15,6,,,,,,,,,,cuadro 60,,,,0.0,,,
,,,,Menor de 15,7,,,,,,,,,,cuadro 60,,,,0.0,,,
,,,,Menor de 15,8,,,,,,,,,,cuadro 60,,,,0.0,,,
,,,,Menor de 15,9,,,,,,,,,,cuadro 60,,,,0.0,,,
,,,,Menor de 15,10,,,,,,,,,,cuadro 60,,,,0.0,,,
,,,,Menor de 15,11,,,,,,,,,,cuadro 60,,,,0.0,,,
,,,,Menor de 15,12,,,,,,,,,,cuadro 60,,,,0.0,,,
,,,,Menor de 15,13,,,,,,,,,,cuadro 60,,,,0.0,,,
,,,,Menor de 15,14,,,,,,,,,,cuadro 60,,,,0.0,,,
,,,,Menor de 15,15,,,,,,,,,,cuadro 60,,,,0.0,,,
